# timestamp,is_waterheater_on, temperature, height,water_demand,heatgain,load_state,waterheater_model
2020-01-01 01:49:30 PST,+0,+119.332,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:50:00 PST,+0,+119.329,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:50:30 PST,+0,+119.326,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:51:00 PST,+0,+119.323,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:51:30 PST,+0,+119.32,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:52:00 PST,+0,+119.317,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:52:30 PST,+0,+119.314,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:53:00 PST,+0,+119.311,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:53:30 PST,+0,+119.308,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:54:00 PST,+0,+119.305,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:54:30 PST,+0,+119.302,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:55:00 PST,+0,+119.299,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:55:30 PST,+0,+119.296,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:56:00 PST,+0,+119.293,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:56:30 PST,+0,+119.29,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:57:00 PST,+0,+119.287,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:57:30 PST,+0,+119.284,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:58:00 PST,+0,+119.281,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:58:30 PST,+0,+119.278,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:59:00 PST,+0,+119.274,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:59:30 PST,+0,+119.271,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:00:00 PST,+0,+119.268,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:00:30 PST,+0,+119.265,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:01:00 PST,+0,+119.262,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:01:30 PST,+0,+119.259,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:02:00 PST,+0,+119.256,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:02:30 PST,+0,+119.253,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:03:00 PST,+0,+119.25,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:03:30 PST,+0,+119.247,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:04:00 PST,+0,+119.244,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:04:30 PST,+0,+119.241,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:05:00 PST,+0,+119.238,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:05:30 PST,+0,+119.235,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:06:00 PST,+0,+119.232,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:06:30 PST,+0,+119.229,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:07:00 PST,+0,+119.226,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:07:30 PST,+0,+119.223,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:08:00 PST,+0,+119.22,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:08:30 PST,+0,+119.217,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:09:00 PST,+0,+119.214,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:09:30 PST,+0,+119.211,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:10:00 PST,+0,+119.208,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:10:30 PST,+0,+119.205,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:11:00 PST,+0,+119.202,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:11:30 PST,+0,+119.199,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:12:00 PST,+0,+119.196,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:12:30 PST,+0,+119.193,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:13:00 PST,+0,+119.19,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:13:30 PST,+0,+119.187,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:14:00 PST,+0,+119.184,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:14:30 PST,+0,+119.181,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:15:00 PST,+0,+119.178,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:15:30 PST,+0,+119.175,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:16:00 PST,+0,+119.172,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 02:16:30 PST,+0,+119.169,+3.782,+0,+0,DEPLETING,ONEZNODE
